MJD mag magerr band
58132.31746488 14.377 0.067 WISE_W1
58132.31746488 13.514 0.159 WISE_W2
58132.44836847 13.294 0.086 WISE_W2
58132.44836847 14.228 0.056 WISE_W1
58288.84472256 13.37 0.096 WISE_W2
58288.84472256 14.335 0.06 WISE_W1
58288.9754986 14.489 0.088 WISE_W1
58288.9754986 13.349 0.094 WISE_W2
58289.10640191 14.162 0.074 WISE_W1
58289.10640191 13.959 0.162 WISE_W2
58289.23730517 14.386 0.068 WISE_W1
58289.23730517 13.503 0.102 WISE_W2
58289.30275684 13.43 0.09 WISE_W2
58289.30275684 14.314 0.059 WISE_W1
58289.3682085 13.537 0.105 WISE_W2
58289.3682085 14.386 0.063 WISE_W1
58289.43366076 14.183 0.058 WISE_W1
58289.49860302 14.395 0.073 WISE_W1
58289.49860302 13.396 0.088 WISE_W2
58289.56405468 13.414 0.113 WISE_W2
58289.56405468 14.176 0.06 WISE_W1
58289.62988832 13.557 0.104 WISE_W2
58289.62988832 14.356 0.059 WISE_W1
58289.69533993 13.539 0.101 WISE_W2
58289.69533993 14.368 0.064 WISE_W1
58289.8262433 14.388 0.061 WISE_W1
58289.8262433 13.68 0.136 WISE_W2
58289.95714661 13.422 0.092 WISE_W2
58289.95714661 14.36 0.067 WISE_W1
58290.0879226 14.399 0.062 WISE_W1
58290.0879226 13.315 0.095 WISE_W2
58291.85422574 14.337 0.065 WISE_W1
58291.85422574 13.637 0.133 WISE_W2
58291.98512906 14.375 0.078 WISE_W1
58291.98512906 13.434 0.137 WISE_W2
58292.11603294 14.297 0.075 WISE_W1
58292.11603294 13.585 0.11 WISE_W2
58292.24693616 14.316 0.079 WISE_W1
58292.24693616 13.574 0.118 WISE_W2
58292.3122605 14.264 0.061 WISE_W1
58292.3122605 13.322 0.1 WISE_W2
58292.31238781 14.356 0.062 WISE_W1
58292.31238781 13.508 0.121 WISE_W2
58292.37771211 13.442 0.099 WISE_W2
58292.37771211 14.349 0.072 WISE_W1
58292.44316376 14.49 0.092 WISE_W1
58292.44316376 13.485 0.113 WISE_W2
58292.50861543 14.23 0.055 WISE_W1
58292.50861543 13.415 0.134 WISE_W2
58292.57406713 14.252 0.059 WISE_W1
58292.57406713 13.571 0.157 WISE_W2
58292.63951874 13.571 0.104 WISE_W2
58292.63951874 14.472 0.069 WISE_W1
58292.70497039 13.539 0.113 WISE_W2
