x f
8279.249 1.226657e-16
8281.982 1.238507e-16
8284.718 1.255236e-16
8287.453 1.241515e-16
8290.188 1.246363e-16
8292.924 1.218159e-16
8295.660 1.217513e-16
8298.401 1.225690e-16
8301.133 1.249823e-16
8303.870 1.225593e-16
8306.608 1.189158e-16
8309.346 1.222442e-16
8312.084 1.250205e-16
8314.822 1.237473e-16
8317.561 1.211158e-16
8320.300 1.164265e-16
8323.040 1.154168e-16
8325.780 1.189055e-16
8328.520 1.214062e-16
8331.260 1.199460e-16
8334.002 1.191801e-16
8336.744 1.139210e-16
8339.484 1.165669e-16
8342.226 1.147607e-16
8344.968 1.139741e-16
8347.711 1.142981e-16
8350.454 1.184340e-16
8353.197 1.136616e-16
8355.941 1.121396e-16
8358.685 1.136695e-16
8361.430 1.108766e-16
8364.174 1.104874e-16
8366.919 1.089146e-16
8369.665 1.079634e-16
8372.410 1.072349e-16
8375.157 1.039803e-16
8377.903 1.054642e-16
8380.649 1.055762e-16
8383.396 1.048728e-16
8386.144 1.017911e-16
8388.892 1.009152e-16
8391.641 1.015494e-16
8394.389 1.010526e-16
8397.137 1.007436e-16
8399.886 1.006663e-16
8402.636 1.010517e-16
8405.386 9.858455e-17
8408.137 1.022774e-16
8410.887 1.073503e-16
8413.637 1.135429e-16
8416.388 1.202028e-16
8419.140 1.259956e-16
8421.889 1.297770e-16
8424.644 1.269349e-16
8427.396 1.155663e-16
8430.150 1.024001e-16
8432.903 9.793509e-17
8435.656 9.242248e-17
8438.411 9.022527e-17
8441.165 8.989594e-17
8443.916 8.895373e-17
8446.674 8.895429e-17
8449.429 8.723427e-17
8452.185 8.637321e-17
8454.941 8.716501e-17
8457.697 8.480452e-17
8460.454 8.549597e-17
8463.210 8.488972e-17
8465.968 8.443522e-17
8468.725 8.536169e-17
8471.484 8.797284e-17
8474.242 8.717706e-17
8477.001 8.663189e-17
8479.760 8.897905e-17
8482.519 9.016013e-17
8485.279 9.459631e-17
8488.038 1.007442e-16
8490.799 1.129209e-16
8493.560 1.324559e-16
8496.330 1.551593e-16
8499.081 1.773112e-16
8501.835 1.971862e-16
8504.585 1.945354e-16
8507.367 1.770500e-16
8510.111 1.340617e-16
8512.897 1.148998e-16
8515.655 9.798470e-17
8518.420 8.973603e-17
8521.193 8.919868e-17
8523.948 8.426097e-17
8526.713 8.446737e-17
8529.491 8.466970e-17
8532.242 8.190965e-17
8535.009 8.137132e-17
8537.775 7.931984e-17
8540.540 8.054246e-17
8543.312 7.707900e-17
8546.075 7.831432e-17
8548.842 7.950139e-17
8551.609 7.895364e-17
8554.377 7.782757e-17
8557.145 7.818381e-17
8559.913 7.930398e-17
8562.683 7.834308e-17
8565.452 7.888571e-17
8568.222 7.754998e-17
8571.000 7.986544e-17
8573.761 7.604068e-17
8576.540 7.753313e-17
8579.303 7.788943e-17
8582.074 7.590683e-17
8584.845 7.775070e-17
8587.625 8.015348e-17
8590.389 7.767618e-17
8593.162 7.701404e-17
8595.927 7.425851e-17
8598.708 7.636842e-17
8601.489 7.726370e-17
8604.263 7.658846e-17
8607.029 7.420545e-17
8609.803 7.283172e-17
8612.585 7.611481e-17
8615.360 7.717682e-17
8618.128 7.452388e-17
8620.905 7.571303e-17
8623.680 7.471356e-17
8626.457 7.376813e-17
8629.233 7.504167e-17
8632.010 7.449269e-17
8634.787 7.291565e-17
8637.565 7.585743e-17
8640.349 7.426958e-17
8643.123 7.223806e-17
8645.900 7.195542e-17
8648.679 7.211884e-17
8651.458 7.365302e-17
8654.238 7.308219e-17
8657.018 7.463931e-17
8659.797 7.159464e-17
8662.584 7.553519e-17
8665.359 7.126368e-17
8668.140 7.450288e-17
8670.927 7.242665e-17
8673.703 7.166111e-17
8676.486 7.263966e-17
8679.275 7.492840e-17
8682.045 6.797448e-17
8684.833 7.412075e-17
8687.621 6.886634e-17
8690.400 7.249228e-17
8693.185 7.545034e-17
8695.973 7.218584e-17
8698.749 7.335698e-17
8701.544 7.593613e-17
8704.319 7.104517e-17
8707.117 7.594374e-17
8709.939 7.298212e-17
8712.681 7.570255e-17
8715.473 7.485014e-17
8718.260 7.154272e-17
8721.047 7.121561e-17
8723.834 7.219138e-17
8726.613 6.988821e-17
8729.424 7.902912e-17
8732.213 7.797620e-17
8734.991 7.262518e-17
8737.768 7.253063e-17
8740.597 7.575541e-17
8743.347 7.007966e-17
8746.161 7.961360e-17
8748.935 7.624061e-17
8751.726 7.379325e-17
8754.532 8.034582e-17
8757.306 7.666242e-17
8760.094 7.611539e-17
8762.885 7.185053e-17
8765.678 7.588997e-17
8768.470 7.528499e-17
8771.267 7.635163e-17
8774.056 7.496509e-17
8776.852 7.863068e-17
8779.658 7.885929e-17
8782.447 7.374181e-17
8785.242 7.591684e-17
8788.076 7.064829e-17
8790.842 7.095314e-17
8793.615 7.427028e-17
8796.429 7.611813e-17
8799.206 6.864615e-17
8801.994 6.977457e-17
8804.839 7.399339e-17
8807.603 6.977672e-17
8810.378 6.435437e-17
8813.208 7.640401e-17
8815.980 7.198605e-17
8818.779 6.472806e-17
8821.619 7.652479e-17
8824.388 6.717049e-17
8827.182 7.103209e-17
8829.981 7.487326e-17
8832.781 7.923480e-17
8835.580 7.661396e-17
8838.394 7.959803e-17
8841.180 7.309182e-17
8843.967 6.127373e-17
8846.798 7.992823e-17
8849.603 7.468035e-17
8852.400 8.159116e-17
8855.195 7.987535e-17
8857.976 6.634489e-17
8860.789 7.158995e-17
8863.603 7.889330e-17
8866.410 7.797176e-17
8869.215 8.212882e-17
8872.017 8.032847e-17
8874.822 8.331663e-17
8877.609 6.594744e-17
8880.427 7.870237e-17
8883.230 8.275096e-17
8886.026 7.569481e-17
8888.841 8.346477e-17
8891.639 7.443064e-17
8894.454 7.765346e-17
8897.260 7.978233e-17
8900.064 7.955927e-17
8902.873 8.309975e-17
8905.677 8.002793e-17
8908.484 7.843889e-17
8911.295 7.726876e-17
8914.103 7.866104e-17
8916.907 7.921680e-17
8919.711 7.468417e-17
8922.521 7.280182e-17
8925.321 6.977382e-17
8928.147 7.781842e-17
8930.958 7.396012e-17
8933.769 7.404747e-17
8936.579 7.423496e-17
8939.389 7.564617e-17
8942.193 7.176966e-17
8945.009 7.159656e-17
8947.820 7.267344e-17
8950.630 6.948281e-17
8953.447 7.083750e-17
8956.258 7.305846e-17
8959.071 7.309818e-17
8961.868 6.012912e-17
8964.696 6.543275e-17
8967.502 6.258656e-17
8970.329 6.601953e-17
8973.141 6.640057e-17
8975.942 6.187003e-17
8978.765 6.905784e-17
8981.587 6.910231e-17
8984.402 6.922132e-17
8987.214 6.480090e-17
8990.015 5.444680e-17
8992.846 5.322118e-17
8995.649 5.711752e-17
8998.480 6.945441e-17
9001.296 6.886312e-17
9004.107 6.378695e-17
9006.916 6.327703e-17
9009.742 6.422271e-17
9012.557 6.447974e-17
9015.377 6.172969e-17
9018.194 6.310533e-17
9021.027 6.729463e-17
9023.832 6.551245e-17
9026.652 6.030729e-17
9029.471 6.179155e-17
9032.306 7.168333e-17
9035.112 7.025263e-17
9037.942 7.868621e-17
9040.750 7.194636e-17
9043.585 7.745813e-17
9046.391 6.943626e-17
9049.228 7.324827e-17
9052.039 6.789886e-17
9054.873 7.296021e-17
9057.686 6.774852e-17
9060.510 6.783320e-17
9063.332 6.671509e-17
9066.151 6.197639e-17
9069.052 7.086022e-17
9071.804 6.064423e-17
9074.629 6.019149e-17
9077.455 6.038471e-17
9080.279 6.048506e-17
9083.175 5.897331e-17
9085.930 6.006480e-17
9088.756 6.441400e-17
9091.653 6.302980e-17
9094.402 6.244680e-17
9097.230 5.967282e-17
9100.056 5.704717e-17
9102.917 7.703211e-17
9105.715 6.412272e-17
9108.567 7.033109e-17
9111.363 5.529657e-17
9114.197 6.240231e-17
9117.105 6.991354e-17
9119.903 6.029862e-17
9122.682 5.228986e-17
9125.546 8.053127e-17
9128.326 5.235389e-17
9131.168 5.252051e-17
9134.029 6.238519e-17
9136.881 5.524522e-17
9139.662 4.684516e-17
9142.544 5.959340e-17
9145.354 7.306412e-17
9148.146 5.119071e-17
9151.043 5.846043e-17
9153.846 5.969963e-17
9156.676 5.300605e-17
9159.541 5.203721e-17
9162.349 7.500620e-17
9165.206 6.800249e-17
9168.012 7.252111e-17
9170.873 6.021544e-17
9173.655 4.746075e-17
9176.543 4.920527e-17
9179.348 5.882071e-17
9182.154 4.732326e-17
9184.967 3.907705e-17
9187.854 6.464937e-17
9190.718 5.967302e-17
9193.483 4.357014e-17
9196.390 5.816770e-17
9199.226 5.928154e-17
9202.028 6.575694e-17
9204.885 5.048889e-17
9207.735 6.673824e-17
9210.576 6.443094e-17
9213.378 6.291874e-17
9216.243 6.326789e-17
9219.054 6.076734e-17
9221.892 6.482662e-17
9224.729 6.318959e-17
9227.569 6.036610e-17
9230.400 6.384404e-17
9233.243 6.153582e-17
9236.089 6.211979e-17
9238.929 5.982198e-17
9241.769 5.631711e-17
9244.611 5.743705e-17
9247.450 5.721431e-17
9250.276 5.449087e-17
9253.120 5.332480e-17
9255.961 5.368580e-17
9258.799 5.586972e-17
9261.657 5.499865e-17
9264.486 5.405307e-17
9267.334 5.782684e-17
9270.172 5.332810e-17
9273.006 5.189503e-17
9275.863 5.104942e-17
9278.716 5.097830e-17
9281.538 4.387410e-17
9284.395 4.573136e-17
9287.239 4.420515e-17
9290.071 4.299064e-17
9292.917 4.346882e-17
9295.761 4.129566e-17
9298.620 3.932864e-17
9301.467 3.829960e-17
9304.331 4.651962e-17
9307.146 3.616232e-17
9310.000 3.493967e-17
9312.855 3.649157e-17
9315.694 3.598591e-17
9318.541 3.293706e-17
9321.391 2.826786e-17
9324.229 2.532699e-17
9327.086 2.513956e-17
9329.934 2.764168e-17
9332.766 2.621898e-17
9335.632 2.508623e-17
9338.481 2.147399e-17
9341.331 2.043393e-17
9344.181 1.973111e-17
9347.041 2.029081e-17
9349.880 2.441132e-17
9352.739 3.606056e-17
9355.590 2.860749e-17
9358.441 2.294801e-17
9361.292 2.661051e-17
9364.141 3.183404e-17
9366.985 2.856528e-17
9369.846 2.490986e-17
9372.685 2.308757e-17
9375.537 2.482147e-17
9378.389 2.826140e-17
9381.243 2.331216e-17
9384.104 2.298202e-17
9386.960 2.968500e-17
9389.815 3.423491e-17
9392.668 3.868375e-17
9395.521 4.211684e-17
9398.375 4.152764e-17
9401.229 3.550955e-17
9404.074 3.059785e-17
9406.929 3.140274e-17
9409.795 3.581522e-17
9412.651 3.159947e-17
9415.505 3.165568e-17
9418.357 3.171733e-17
9421.214 3.213402e-17
9424.072 3.058765e-17
9426.918 2.591678e-17
9429.788 2.230425e-17
9432.657 2.082978e-17
9435.499 3.076690e-17
9438.356 3.078280e-17
9441.204 2.084179e-17
9444.067 1.613711e-17
9446.926 1.956178e-17
9449.785 2.668286e-17
9452.647 3.085373e-17
9455.507 2.824706e-17
9458.360 1.999171e-17
9461.219 1.634309e-17
9464.079 2.013297e-17
9466.956 2.327243e-17
9469.801 2.252870e-17
9472.660 2.241883e-17
9475.518 2.387542e-17
9478.373 2.297064e-17
9481.240 2.000039e-17
9484.101 1.794264e-17
9486.973 2.003891e-17
9489.842 2.644067e-17
9492.704 2.766901e-17
9495.550 2.157992e-17
9498.427 1.724327e-17
9501.272 1.659913e-17
9504.135 1.671115e-17
9506.997 2.148576e-17
9509.863 2.634043e-17
9512.742 2.761831e-17
9515.590 2.354152e-17
9518.453 1.990832e-17
9521.320 1.819742e-17
9524.184 1.763762e-17
9527.046 1.759707e-17
9529.911 2.001291e-17
9532.780 2.241641e-17
9535.655 2.343345e-17
9538.498 2.000386e-17
9541.372 2.145805e-17
9544.242 2.124886e-17
9547.104 1.883187e-17
9549.969 2.027693e-17
9552.827 1.924350e-17
9555.701 2.021688e-17
9558.569 1.807707e-17
9561.443 2.052107e-17
9564.307 2.159852e-17
9567.170 1.887086e-17
9570.037 1.805887e-17
9572.906 2.109110e-17
9575.776 2.233076e-17
9578.645 2.256671e-17
9581.518 2.237411e-17
9584.389 2.139344e-17
9587.252 2.127437e-17
9590.133 1.822767e-17
9592.996 1.681038e-17
9595.867 1.884506e-17
9598.763 1.991334e-17
9601.607 2.143182e-17
9604.476 2.333273e-17
9607.340 2.122212e-17
9610.217 2.246083e-17
9613.082 2.084944e-17
9615.959 2.399090e-17
9618.830 2.282738e-17
9621.703 2.014361e-17
9624.574 2.041891e-17
9627.439 1.891562e-17
9630.319 2.119295e-17
9633.191 2.354258e-17
9636.064 2.432686e-17
9638.938 2.120658e-17
9641.836 1.885247e-17
9644.685 2.114241e-17
9647.558 2.035686e-17
9650.436 1.817787e-17
9653.306 2.128338e-17
9656.180 2.316755e-17
9659.053 2.299394e-17
9661.928 2.121588e-17
9664.804 1.996812e-17
9667.678 2.156435e-17
9670.555 1.879073e-17
9673.428 2.281432e-17
9676.304 2.454659e-17
9679.178 2.625537e-17
9682.055 2.316737e-17
9684.930 2.332826e-17
9687.800 2.328552e-17
9690.686 2.565274e-17
9693.563 2.490564e-17
9696.460 2.274475e-17
9699.316 2.346747e-17
9702.193 2.471990e-17
9705.070 2.450520e-17
9707.941 2.300963e-17
9710.829 2.116954e-17
9713.705 2.336238e-17
9716.568 2.823009e-17
9719.462 2.031216e-17
9722.341 2.324789e-17
9725.219 2.365491e-17
9728.099 2.226736e-17
9730.979 2.235811e-17
9733.859 2.263097e-17
9736.739 1.947776e-17
9739.619 1.779922e-17
9742.499 1.925541e-17
9745.370 1.970792e-17
9748.259 1.877700e-17
9751.140 2.363713e-17
9754.041 1.972864e-17
9756.922 1.940652e-17
9759.803 1.942424e-17
9762.667 1.951475e-17
9765.567 1.841059e-17
9768.428 2.292367e-17
9771.312 1.981796e-17
9774.213 2.143691e-17
9777.076 1.830578e-17
9779.975 2.065389e-17
9782.842 1.942228e-17
9785.726 2.347981e-17
9788.605 1.926172e-17
9791.485 1.914805e-17
9794.372 1.832081e-17
9797.255 1.802338e-17
9800.141 1.860084e-17
9803.017 1.978671e-17
9805.907 1.875646e-17
9808.793 1.891096e-17
9811.670 2.124842e-17
9814.562 1.894437e-17
9817.447 1.997395e-17
9820.310 1.901736e-17
9823.219 1.862091e-17
9826.104 1.834134e-17
9828.989 1.845914e-17
9831.867 1.826889e-17
9834.758 2.204694e-17
9837.648 1.986105e-17
9840.551 2.101912e-17
9843.444 2.499429e-17
9846.306 1.888500e-17
9849.194 1.732697e-17
9852.071 2.081614e-17
9854.968 2.328372e-17
9857.872 1.891549e-17
9860.751 2.370156e-17
9863.632 1.994701e-17
9866.516 2.159467e-17
9869.393 2.234058e-17
9872.294 1.860475e-17
9875.174 1.965530e-17
9878.063 2.214717e-17
9880.962 1.936113e-17
9883.851 1.908166e-17
9886.729 1.823407e-17
9889.632 2.361322e-17
9892.519 2.018810e-17
9895.411 2.326972e-17
9898.296 1.991602e-17
9901.188 1.879433e-17
9904.079 1.762337e-17
9906.972 1.906811e-17
9909.858 1.938414e-17
9912.741 1.944223e-17
9915.638 1.741135e-17
9918.522 1.785022e-17
9921.412 2.170514e-17
9924.305 1.988465e-17
9927.207 1.830602e-17
9930.088 2.035010e-17
9932.984 2.007986e-17
9935.875 2.102337e-17
9938.771 1.775452e-17
9941.655 2.082158e-17
9944.550 1.983926e-17
9947.443 1.826108e-17
9950.334 2.150037e-17
9953.234 1.842565e-17
9956.122 1.849434e-17
9959.015 1.896783e-17
9961.914 1.672985e-17
9964.802 1.836720e-17
9967.703 1.762922e-17
9970.589 2.039382e-17
9973.485 2.051012e-17
9976.386 1.812053e-17
9979.276 1.972984e-17
9982.169 2.089441e-17
9985.063 1.951853e-17
9987.957 1.784099e-17
9990.858 1.642844e-17
9993.756 1.850071e-17
9996.628 2.065009e-17
9999.539 1.753181e-17
10002.435 1.815349e-17
10005.335 1.745811e-17
10008.226 1.874079e-17
10011.122 1.819963e-17
10014.018 1.813355e-17
10016.914 1.696121e-17
10019.811 1.911356e-17
10022.709 1.878803e-17
10025.609 1.642215e-17
10028.519 1.609775e-17
10031.399 1.695590e-17
10034.301 1.824996e-17
10037.200 1.646781e-17
10040.097 1.603945e-17
10042.988 1.751963e-17
10045.890 1.975676e-17
10048.805 1.643548e-17
10051.682 1.733796e-17
10054.585 1.687268e-17
10057.500 1.477466e-17
10060.383 1.520842e-17
10063.282 1.592346e-17
10066.176 1.678480e-17
10069.067 1.714235e-17
10071.978 1.797408e-17
10074.890 1.573892e-17
10077.770 1.578753e-17
10080.682 1.514209e-17
10083.572 1.620603e-17
10086.472 1.649180e-17
10089.372 1.575702e-17
10092.272 1.713466e-17
10095.169 1.669952e-17
10098.072 1.619787e-17
10100.964 1.698625e-17
10103.874 1.624140e-17
10106.784 1.405471e-17
10109.673 1.727973e-17
10112.578 1.646000e-17
10115.478 1.569337e-17
10118.395 1.356053e-17
10121.280 1.535845e-17
10124.181 1.460524e-17
10127.082 1.594810e-17
10129.986 1.640441e-17
10132.879 1.663726e-17
10135.799 1.474794e-17
10138.703 1.424471e-17
10141.602 1.526539e-17
10144.506 1.432241e-17
10147.400 1.534424e-17
10150.301 1.535921e-17
10153.208 1.543184e-17
10156.107 1.463161e-17
10159.010 1.598535e-17
10161.913 1.502606e-17
10164.817 1.585974e-17
10167.719 1.526520e-17
10170.622 1.419997e-17
10173.528 1.490075e-17
10176.422 1.641596e-17
10179.344 1.410055e-17
10182.240 1.523215e-17
10185.142 1.503218e-17
10188.039 1.699922e-17
10190.951 1.509251e-17
10193.865 1.325555e-17
10196.760 1.510565e-17
10199.666 1.591244e-17
10202.569 1.549535e-17
10205.474 1.480374e-17
10208.379 1.451918e-17
10211.284 1.424794e-17
10214.181 1.514681e-17
10217.097 1.440220e-17
10220.014 1.453578e-17
10222.906 1.500953e-17
10225.813 1.379325e-17
10228.721 1.395680e-17
10231.624 1.491759e-17
10234.531 1.591014e-17
10237.436 1.501168e-17
10240.344 1.452684e-17
10243.249 1.564653e-17
10246.164 1.463390e-17
10249.062 1.593425e-17
10251.959 1.581406e-17
10254.876 1.445793e-17
10257.771 1.570061e-17
10260.691 1.417070e-17
10263.602 1.462677e-17
10266.498 1.626761e-17
10269.410 1.455413e-17
10272.308 1.523730e-17
10275.226 1.427609e-17
10278.142 1.301540e-17
10281.063 1.300687e-17
10283.949 1.541464e-17
10286.856 1.360134e-17
10289.759 1.393651e-17
10292.672 1.455858e-17
10295.580 2.240259e-19
