MJD mag magerr band
58638.7882869998 18.460688645769793 0.022524694072637783 ZTF_r
58638.78920139978 18.539100646972656 0.06849300116300583 ZTF_r
58638.78920139978 18.456951363771562 0.023930713772075705 ZTF_r
58638.810624999925 18.512548051943583 0.024391918151632774 ZTF_r
58638.85170139978 18.53030014038086 0.07984700053930283 ZTF_g
58638.85170139978 18.543866138942093 0.023671015380626187 ZTF_g
58638.852592600044 18.59955879998366 0.023775584553910274 ZTF_g
58638.85788189992 18.542628141622735 0.022922697674601377 ZTF_g
58639.756504599936 18.481365576630694 0.023126268834570973 ZTF_g
58639.79749999987 18.44586622809236 0.0247404011218877 ZTF_r
58639.81645830022 18.454643006283618 0.028657529504064538 ZTF_r
58639.9313542 18.50521916969953 0.02212411583820269 ZTF_g
58639.95549769979 18.490740159885966 0.021924128536608585 ZTF_g
58640.755393499974 18.38606628790424 0.02278166811148182 ZTF_r
58640.779884300195 18.391636016615426 0.022415884696390404 ZTF_r
58640.79802080011 18.33428175612449 0.03428605216348078 ZTF_i
58640.83502310002 18.459627531842145 0.021540355928286032 ZTF_g
58640.85775459977 18.48996770788271 0.0231762701302007 ZTF_g
58641.69549770001 18.436619312542028 0.02889774919245068 ZTF_g
58641.71123840008 18.542618416970022 0.030683097416273647 ZTF_g
58641.71215280006 18.47663809741291 0.027603174234853856 ZTF_g
58641.71215280006 18.463899612426758 0.08233299851417542 ZTF_g
58641.734502300154 18.376087099669924 0.041937143831153254 ZTF_g
58641.79420140013 18.396399584234793 0.020732552508144972 ZTF_r
58641.832638899796 18.406480668197194 0.02124319721219865 ZTF_r
58641.83359949989 18.381201765100837 0.020186615321506653 ZTF_r
